516;34;{10101100110101100010}
425;27;{11001001010001101000}
652;49;{10111101110101101010}
579;41;{11111001010101101100}
225;9;{10001000010000100000}
707;53;{11111101110101101010}
522;35;{11101100100101100010}
231;10;{11001000000000100000}
571;38;{11101100110101100010}
118;2;{10000000000000100000}
176;6;{10001000000000100000}
281;12;{11001000000001100000}
651;48;{11101100111111100010}
742;57;{11111101110101101110}
353;18;{10101000010101100000}
275;11;{10001000010001100000}
666;50;{11101101110101101010}
416;25;{10101100010101100000}
787;63;{11111101111111101010}
602;45;{11101100101111100010}
359;19;{11101000000101100000}
295;14;{10100000010101100000}
838;77;{11111111111111111010}
217;7;{10000000010001100000}
822;67;{11111101111111101110}
471;29;{11101100010101100000}
330;15;{11001000010001100000}
529;37;{11011101010001101000}
408;22;{11101000010101100000}
506;33;{11101100010101100100}
769;61;{11111101110101111110}
626;46;{11101100110101100111}
422;26;{11101100000101100000}
669;52;{11111101010101111100}
746;60;{11101101111111101010}
598;42;{11101100110101110010}
