849;71;{11111101111111111110}
869;75;{11111101111111111111}
330;15;{11001000010001100000}
822;67;{11111101111111101110}
529;37;{11011101010001101000}
281;12;{11001000000001100000}
231;10;{11001000000000100000}
474;33;{10011101010001101000}
275;11;{10001000010001100000}
769;61;{11111101110101111110}
393;22;{11001100010001100000}
428;26;{11001100010001100100}
295;14;{10100000010101100000}
556;41;{11011101010001111000}
365;19;{11001000010001100100}
873;81;{11111111111111111110}
226;8;{10001000000001100000}
787;63;{11111101111111101010}
707;53;{11111101110101101010}
746;60;{11101101111111101010}
466;30;{11011001010001101000}
666;50;{11101101110101101010}
176;6;{10001000000000100000}
168;4;{10000000000001100000}
467;31;{10101100100101100010}
742;57;{11111101110101101110}
118;2;{10000000000000100000}
62;1;{10000000000000000000}
678;52;{11101100111111110010}
522;35;{11101100100101100010}
543;38;{10101100110101110010}
516;34;{10101100110101100010}
789;65;{11111101110101111111}
713;56;{11101100111111110110}
651;48;{11101100111111100010}
633;46;{11101100110101110110}
606;42;{11101100110101100110}
350;18;{11100000010101100000}
