742;57;{11111101110101101110}
822;67;{11111101111111101110}
707;53;{11111101110101101010}
787;63;{11111101111111101010}
849;71;{11111101111111111110}
516;34;{10101100110101100010}
498;33;{11101100010101110000}
789;65;{11111101110101111111}
686;52;{11101100111111100110}
666;50;{11101101110101101010}
338;18;{10001100010001100000}
529;37;{11011101010001101000}
873;81;{11111111111111111110}
617;47;{11101101100101101010}
607;44;{11111101010101101000}
226;8;{10001000000001100000}
275;11;{10001000010001100000}
769;61;{11111101110101111110}
428;26;{11001100010001100100}
642;48;{11111101010101101100}
168;4;{10000000000001100000}
176;6;{10001000000000100000}
652;49;{10111101110101101010}
231;10;{11001000000000100000}
330;15;{11001000010001100000}
118;2;{10000000000000100000}
393;22;{11001100010001100000}
281;12;{11001000000001100000}
460;31;{11001001010001101100}
522;35;{11101100100101100010}
571;38;{11101100110101100010}
893;85;{11111111111111111111}
746;60;{11101101111111101010}
454;30;{11101000010101100010}
869;75;{11111101111111111111}
62;1;{10000000000000000000}
217;7;{10000000010001100000}
606;42;{11101100110101100110}
611;46;{10101101110101101010}
463;32;{11100100110100100010}
350;19;{11001000010001100001}
