513;35;{11100101100101101000}
231;13;{10100000000100100100}
307;18;{10100100100101000000}
366;23;{10101100010100100000}
787;63;{11111101111111101010}
661;45;{11111101110101101000}
548;37;{10110101110101101000}
320;20;{11100000010100100001}
776;59;{11111101111111101100}
696;49;{11111101110101101100}
741;55;{11111101111111101000}
507;34;{10100101110101101000}
612;42;{11111101100101101000}
571;38;{11101100110101100010}
822;67;{11111101111111101110}
417;24;{11100100110100100000}
420;26;{11101100100101000000}
849;71;{11111101111111111110}
167;7;{11000000000001000000}
606;41;{10111101110101101000}
723;53;{11111101110101111100}
455;30;{11101100100101000100}
486;33;{11110001010101101000}
